#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/fb),recorded(/fb),avgpu,source
306929:6404,7:7,11/21/17 17:39:08,HLT_HIEle20_WPLoose_Gsf_v1,0.000000004,0.000000003,3.0,PLTZERO
306929:6404,8:8,11/21/17 17:39:31,HLT_HIEle20_WPLoose_Gsf_v1,0.000000004,0.000000003,2.6,PLTZERO
306929:6404,9:9,11/21/17 17:39:54,HLT_HIEle20_WPLoose_Gsf_v1,0.000000003,0.000000002,2.3,PLTZERO
306929:6404,10:10,11/21/17 17:40:18,HLT_HIEle20_WPLoose_Gsf_v1,0.000000003,0.000000002,2.3,PLTZERO
306929:6404,11:11,11/21/17 17:40:41,HLT_HIEle20_WPLoose_Gsf_v1,0.000000003,0.000000002,2.4,PLTZERO
306929:6404,12:12,11/21/17 17:41:04,HLT_HIEle20_WPLoose_Gsf_v1,0.000000003,0.000000002,2.5,PLTZERO
306929:6404,13:13,11/21/17 17:41:28,HLT_HIEle20_WPLoose_Gsf_v1,0.000000004,0.000000003,2.6,PLTZERO
306929:6404,14:14,11/21/17 17:41:51,HLT_HIEle20_WPLoose_Gsf_v1,0.000000004,0.000000003,2.6,PLTZERO
306929:6404,15:15,11/21/17 17:42:14,HLT_HIEle20_WPLoose_Gsf_v1,0.000005620,0.000005526,2.7,PLTZERO
306929:6404,16:16,11/21/17 17:42:38,HLT_HIEle20_WPLoose_Gsf_v1,0.000005904,0.000005805,2.8,PLTZERO
306929:6404,17:17,11/21/17 17:43:01,HLT_HIEle20_WPLoose_Gsf_v1,0.000006034,0.000005932,2.9,PLTZERO
306929:6404,18:18,11/21/17 17:43:24,HLT_HIEle20_WPLoose_Gsf_v1,0.000005874,0.000005775,2.8,PLTZERO
306929:6404,19:19,11/21/17 17:43:47,HLT_HIEle20_WPLoose_Gsf_v1,0.000005886,0.000005786,2.8,PLTZERO
306929:6404,20:20,11/21/17 17:44:11,HLT_HIEle20_WPLoose_Gsf_v1,0.000005997,0.000005894,2.8,PLTZERO
306929:6404,21:21,11/21/17 17:44:34,HLT_HIEle20_WPLoose_Gsf_v1,0.000005841,0.000005735,2.8,PLTZERO
306929:6404,22:22,11/21/17 17:44:57,HLT_HIEle20_WPLoose_Gsf_v1,0.000005929,0.000005824,2.8,PLTZERO
306929:6404,23:23,11/21/17 17:45:21,HLT_HIEle20_WPLoose_Gsf_v1,0.000005903,0.000005800,2.8,PLTZERO
306929:6404,24:24,11/21/17 17:45:44,HLT_HIEle20_WPLoose_Gsf_v1,0.000005852,0.000005750,2.8,PLTZERO
306929:6404,25:25,11/21/17 17:46:07,HLT_HIEle20_WPLoose_Gsf_v1,0.000005995,0.000005890,2.8,PLTZERO
306929:6404,26:26,11/21/17 17:46:31,HLT_HIEle20_WPLoose_Gsf_v1,0.000005940,0.000005836,2.8,PLTZERO
306929:6404,27:27,11/21/17 17:46:54,HLT_HIEle20_WPLoose_Gsf_v1,0.000005897,0.000005793,2.8,PLTZERO
306929:6404,28:28,11/21/17 17:47:17,HLT_HIEle20_WPLoose_Gsf_v1,0.000006072,0.000005964,2.9,PLTZERO
306929:6404,29:29,11/21/17 17:47:41,HLT_HIEle20_WPLoose_Gsf_v1,0.000006014,0.000005898,2.8,PLTZERO
306929:6404,30:30,11/21/17 17:48:04,HLT_HIEle20_WPLoose_Gsf_v1,0.000005799,0.000005699,2.7,PLTZERO
306929:6404,31:31,11/21/17 17:48:27,HLT_HIEle20_WPLoose_Gsf_v1,0.000005841,0.000005739,2.8,PLTZERO
306929:6404,32:32,11/21/17 17:48:51,HLT_HIEle20_WPLoose_Gsf_v1,0.000005876,0.000005773,2.8,PLTZERO
306929:6404,33:33,11/21/17 17:49:14,HLT_HIEle20_WPLoose_Gsf_v1,0.000005845,0.000005743,2.8,PLTZERO
306929:6404,34:34,11/21/17 17:49:37,HLT_HIEle20_WPLoose_Gsf_v1,0.000005942,0.000005836,2.8,PLTZERO
306929:6404,35:35,11/21/17 17:50:00,HLT_HIEle20_WPLoose_Gsf_v1,0.000005908,0.000005805,2.8,PLTZERO
306929:6404,36:36,11/21/17 17:50:24,HLT_HIEle20_WPLoose_Gsf_v1,0.000005803,0.000005695,2.8,PLTZERO
306929:6404,37:37,11/21/17 17:50:47,HLT_HIEle20_WPLoose_Gsf_v1,0.000005864,0.000005753,2.8,PLTZERO
306929:6404,38:38,11/21/17 17:51:10,HLT_HIEle20_WPLoose_Gsf_v1,0.000005914,0.000005803,2.8,PLTZERO
306929:6404,39:39,11/21/17 17:51:34,HLT_HIEle20_WPLoose_Gsf_v1,0.000005842,0.000005731,2.8,PLTZERO
306929:6404,40:40,11/21/17 17:51:57,HLT_HIEle20_WPLoose_Gsf_v1,0.000005926,0.000005814,2.8,PLTZERO
306929:6404,41:41,11/21/17 17:52:20,HLT_HIEle20_WPLoose_Gsf_v1,0.000005919,0.000005807,2.8,PLTZERO
306929:6404,42:42,11/21/17 17:52:44,HLT_HIEle20_WPLoose_Gsf_v1,0.000005913,0.000005801,2.8,PLTZERO
306929:6404,43:43,11/21/17 17:53:07,HLT_HIEle20_WPLoose_Gsf_v1,0.000006013,0.000005898,2.8,PLTZERO
306929:6404,44:44,11/21/17 17:53:30,HLT_HIEle20_WPLoose_Gsf_v1,0.000005983,0.000005868,2.8,PLTZERO
306929:6404,45:45,11/21/17 17:53:54,HLT_HIEle20_WPLoose_Gsf_v1,0.000005911,0.000005799,2.8,PLTZERO
306929:6404,46:46,11/21/17 17:54:17,HLT_HIEle20_WPLoose_Gsf_v1,0.000006013,0.000005899,2.8,PLTZERO
306929:6404,47:47,11/21/17 17:54:40,HLT_HIEle20_WPLoose_Gsf_v1,0.000006118,0.000005977,2.9,PLTZERO
306929:6404,48:48,11/21/17 17:55:03,HLT_HIEle20_WPLoose_Gsf_v1,0.000005911,0.000005786,2.8,PLTZERO
306929:6404,49:49,11/21/17 17:55:27,HLT_HIEle20_WPLoose_Gsf_v1,0.000005985,0.000005856,2.8,PLTZERO
306929:6404,50:50,11/21/17 17:55:50,HLT_HIEle20_WPLoose_Gsf_v1,0.000005943,0.000005817,2.8,PLTZERO
306929:6404,51:51,11/21/17 17:56:13,HLT_HIEle20_WPLoose_Gsf_v1,0.000005920,0.000005794,2.8,PLTZERO
306929:6404,52:52,11/21/17 17:56:37,HLT_HIEle20_WPLoose_Gsf_v1,0.000005964,0.000005837,2.8,PLTZERO
306929:6404,53:53,11/21/17 17:57:00,HLT_HIEle20_WPLoose_Gsf_v1,0.000006010,0.000005881,2.8,PLTZERO
306929:6404,54:54,11/21/17 17:57:23,HLT_HIEle20_WPLoose_Gsf_v1,0.000005835,0.000005712,2.8,PLTZERO
306929:6404,55:55,11/21/17 17:57:47,HLT_HIEle20_WPLoose_Gsf_v1,0.000005839,0.000005717,2.8,PLTZERO
306929:6404,56:56,11/21/17 17:58:10,HLT_HIEle20_WPLoose_Gsf_v1,0.000005911,0.000005785,2.8,PLTZERO
306929:6404,57:57,11/21/17 17:58:33,HLT_HIEle20_WPLoose_Gsf_v1,0.000005905,0.000005781,2.8,PLTZERO
306929:6404,58:58,11/21/17 17:58:57,HLT_HIEle20_WPLoose_Gsf_v1,0.000005878,0.000005754,2.8,PLTZERO
306929:6404,59:59,11/21/17 17:59:20,HLT_HIEle20_WPLoose_Gsf_v1,0.000005924,0.000005798,2.8,PLTZERO
306929:6404,60:60,11/21/17 17:59:43,HLT_HIEle20_WPLoose_Gsf_v1,0.000005856,0.000005733,2.8,PLTZERO
306929:6404,61:61,11/21/17 18:00:07,HLT_HIEle20_WPLoose_Gsf_v1,0.000005865,0.000005741,2.8,PLTZERO
306929:6404,62:62,11/21/17 18:00:30,HLT_HIEle20_WPLoose_Gsf_v1,0.000005970,0.000005842,2.8,PLTZERO
306929:6404,63:63,11/21/17 18:00:53,HLT_HIEle20_WPLoose_Gsf_v1,0.000005921,0.000005796,2.8,PLTZERO
306929:6404,64:64,11/21/17 18:01:17,HLT_HIEle20_WPLoose_Gsf_v1,0.000005929,0.000005802,2.8,PLTZERO
306929:6404,65:65,11/21/17 18:01:40,HLT_HIEle20_WPLoose_Gsf_v1,0.000005958,0.000005831,2.8,PLTZERO
306929:6404,66:66,11/21/17 18:02:03,HLT_HIEle20_WPLoose_Gsf_v1,0.000005946,0.000005820,2.8,PLTZERO
306929:6404,67:67,11/21/17 18:02:26,HLT_HIEle20_WPLoose_Gsf_v1,0.000005908,0.000005783,2.8,PLTZERO
306929:6404,68:68,11/21/17 18:02:50,HLT_HIEle20_WPLoose_Gsf_v1,0.000005908,0.000005782,2.8,PLTZERO
306929:6404,69:69,11/21/17 18:03:13,HLT_HIEle20_WPLoose_Gsf_v1,0.000005899,0.000005774,2.8,PLTZERO
306929:6404,70:70,11/21/17 18:03:36,HLT_HIEle20_WPLoose_Gsf_v1,0.000005870,0.000005747,2.8,PLTZERO
306929:6404,71:71,11/21/17 18:04:00,HLT_HIEle20_WPLoose_Gsf_v1,0.000005990,0.000005861,2.8,PLTZERO
306929:6404,72:72,11/21/17 18:04:23,HLT_HIEle20_WPLoose_Gsf_v1,0.000005994,0.000005866,2.8,PLTZERO
306929:6404,73:73,11/21/17 18:04:46,HLT_HIEle20_WPLoose_Gsf_v1,0.000005871,0.000005748,2.8,PLTZERO
306929:6404,74:74,11/21/17 18:05:10,HLT_HIEle20_WPLoose_Gsf_v1,0.000005909,0.000005783,2.8,PLTZERO
306929:6404,75:75,11/21/17 18:05:33,HLT_HIEle20_WPLoose_Gsf_v1,0.000005944,0.000005817,2.8,PLTZERO
306929:6404,76:76,11/21/17 18:05:56,HLT_HIEle20_WPLoose_Gsf_v1,0.000005933,0.000005807,2.8,PLTZERO
306929:6404,77:77,11/21/17 18:06:20,HLT_HIEle20_WPLoose_Gsf_v1,0.000005951,0.000005825,2.8,PLTZERO
306929:6404,78:78,11/21/17 18:06:43,HLT_HIEle20_WPLoose_Gsf_v1,0.000005944,0.000005511,2.8,PLTZERO
306929:6404,79:79,11/21/17 18:07:06,HLT_HIEle20_WPLoose_Gsf_v1,0.000005842,0.000005607,2.8,PLTZERO
306929:6404,80:80,11/21/17 18:07:29,HLT_HIEle20_WPLoose_Gsf_v1,0.000005819,0.000005697,2.8,PLTZERO
306929:6404,81:81,11/21/17 18:07:53,HLT_HIEle20_WPLoose_Gsf_v1,0.000005905,0.000005781,2.8,PLTZERO
306929:6404,82:82,11/21/17 18:08:16,HLT_HIEle20_WPLoose_Gsf_v1,0.000005878,0.000005753,2.8,PLTZERO
306929:6404,83:83,11/21/17 18:08:39,HLT_HIEle20_WPLoose_Gsf_v1,0.000005896,0.000005763,2.8,PLTZERO
306929:6404,84:84,11/21/17 18:09:03,HLT_HIEle20_WPLoose_Gsf_v1,0.000005995,0.000005867,2.8,PLTZERO
306929:6404,85:85,11/21/17 18:09:26,HLT_HIEle20_WPLoose_Gsf_v1,0.000005967,0.000005840,2.8,PLTZERO
306929:6404,86:86,11/21/17 18:09:49,HLT_HIEle20_WPLoose_Gsf_v1,0.000006055,0.000005924,2.9,PLTZERO
306929:6404,87:87,11/21/17 18:10:13,HLT_HIEle20_WPLoose_Gsf_v1,0.000006348,0.000006199,3.0,PLTZERO
306929:6404,88:88,11/21/17 18:10:36,HLT_HIEle20_WPLoose_Gsf_v1,0.000007102,0.000006933,3.4,PLTZERO
306929:6404,89:89,11/21/17 18:10:59,HLT_HIEle20_WPLoose_Gsf_v1,0.000006775,0.000006618,3.2,PLTZERO
306929:6404,90:90,11/21/17 18:11:23,HLT_HIEle20_WPLoose_Gsf_v1,0.000007026,0.000006859,3.3,PLTZERO
306929:6404,91:91,11/21/17 18:11:46,HLT_HIEle20_WPLoose_Gsf_v1,0.000007177,0.000006993,3.4,PLTZERO
306929:6404,92:92,11/21/17 18:12:09,HLT_HIEle20_WPLoose_Gsf_v1,0.000006991,0.000006825,3.3,PLTZERO
306929:6404,93:93,11/21/17 18:12:32,HLT_HIEle20_WPLoose_Gsf_v1,0.000007138,0.000006967,3.4,PLTZERO
306929:6404,94:94,11/21/17 18:12:56,HLT_HIEle20_WPLoose_Gsf_v1,0.000006930,0.000006767,3.3,PLTZERO
306929:6404,95:95,11/21/17 18:13:19,HLT_HIEle20_WPLoose_Gsf_v1,0.000006893,0.000006731,3.3,PLTZERO
306929:6404,96:96,11/21/17 18:13:42,HLT_HIEle20_WPLoose_Gsf_v1,0.000006847,0.000006687,3.2,PLTZERO
306929:6404,97:97,11/21/17 18:14:06,HLT_HIEle20_WPLoose_Gsf_v1,0.000006836,0.000006667,3.2,PLTZERO
306929:6404,98:98,11/21/17 18:14:29,HLT_HIEle20_WPLoose_Gsf_v1,0.000006742,0.000006586,3.2,PLTZERO
306929:6404,99:99,11/21/17 18:14:52,HLT_HIEle20_WPLoose_Gsf_v1,0.000006520,0.000006373,3.1,PLTZERO
306929:6404,100:100,11/21/17 18:15:16,HLT_HIEle20_WPLoose_Gsf_v1,0.000006275,0.000006136,3.0,PLTZERO
306929:6404,101:101,11/21/17 18:15:39,HLT_HIEle20_WPLoose_Gsf_v1,0.000005941,0.000005815,2.8,PLTZERO
306929:6404,102:102,11/21/17 18:16:02,HLT_HIEle20_WPLoose_Gsf_v1,0.000005739,0.000005620,2.7,PLTZERO
306929:6404,103:103,11/21/17 18:16:26,HLT_HIEle20_WPLoose_Gsf_v1,0.000005634,0.000005518,2.7,PLTZERO
306929:6404,104:104,11/21/17 18:16:49,HLT_HIEle20_WPLoose_Gsf_v1,0.000006081,0.000005950,2.9,PLTZERO
306929:6404,105:105,11/21/17 18:17:12,HLT_HIEle20_WPLoose_Gsf_v1,0.000006024,0.000005894,2.9,PLTZERO
306929:6404,106:106,11/21/17 18:17:36,HLT_HIEle20_WPLoose_Gsf_v1,0.000005981,0.000005853,2.8,PLTZERO
306929:6404,107:107,11/21/17 18:17:59,HLT_HIEle20_WPLoose_Gsf_v1,0.000005951,0.000005825,2.8,PLTZERO
306929:6404,108:108,11/21/17 18:18:22,HLT_HIEle20_WPLoose_Gsf_v1,0.000005982,0.000005854,2.8,PLTZERO
306929:6404,109:109,11/21/17 18:18:45,HLT_HIEle20_WPLoose_Gsf_v1,0.000006029,0.000005900,2.9,PLTZERO
306929:6404,110:110,11/21/17 18:19:09,HLT_HIEle20_WPLoose_Gsf_v1,0.000006062,0.000005846,2.9,PLTZERO
306929:6404,111:111,11/21/17 18:19:32,HLT_HIEle20_WPLoose_Gsf_v1,0.000006106,0.000005974,2.9,PLTZERO
306929:6404,112:112,11/21/17 18:19:55,HLT_HIEle20_WPLoose_Gsf_v1,0.000006086,0.000005955,2.9,PLTZERO
306929:6404,113:113,11/21/17 18:20:19,HLT_HIEle20_WPLoose_Gsf_v1,0.000006020,0.000005891,2.9,PLTZERO
306929:6404,114:114,11/21/17 18:20:42,HLT_HIEle20_WPLoose_Gsf_v1,0.000006092,0.000005960,2.9,PLTZERO
306929:6404,115:115,11/21/17 18:21:05,HLT_HIEle20_WPLoose_Gsf_v1,0.000006141,0.000006008,2.9,PLTZERO
306929:6404,116:116,11/21/17 18:21:29,HLT_HIEle20_WPLoose_Gsf_v1,0.000006035,0.000005906,2.9,PLTZERO
306929:6404,117:117,11/21/17 18:21:52,HLT_HIEle20_WPLoose_Gsf_v1,0.000006005,0.000005785,2.8,PLTZERO
306929:6404,118:118,11/21/17 18:22:15,HLT_HIEle20_WPLoose_Gsf_v1,0.000005993,0.000005866,2.8,PLTZERO
306929:6404,119:119,11/21/17 18:22:39,HLT_HIEle20_WPLoose_Gsf_v1,0.000006041,0.000005911,2.9,PLTZERO
306929:6404,120:120,11/21/17 18:23:02,HLT_HIEle20_WPLoose_Gsf_v1,0.000006007,0.000005879,2.8,PLTZERO
306929:6404,121:121,11/21/17 18:23:25,HLT_HIEle20_WPLoose_Gsf_v1,0.000005933,0.000005807,2.8,PLTZERO
306929:6404,122:122,11/21/17 18:23:48,HLT_HIEle20_WPLoose_Gsf_v1,0.000005947,0.000005820,2.8,PLTZERO
306929:6404,123:123,11/21/17 18:24:12,HLT_HIEle20_WPLoose_Gsf_v1,0.000006017,0.000005889,2.9,PLTZERO
306929:6404,124:124,11/21/17 18:24:35,HLT_HIEle20_WPLoose_Gsf_v1,0.000006044,0.000005914,2.9,PLTZERO
306929:6404,125:125,11/21/17 18:24:58,HLT_HIEle20_WPLoose_Gsf_v1,0.000006033,0.000005903,2.9,PLTZERO
306929:6404,126:126,11/21/17 18:25:22,HLT_HIEle20_WPLoose_Gsf_v1,0.000006013,0.000005885,2.8,PLTZERO
306929:6404,127:127,11/21/17 18:25:45,HLT_HIEle20_WPLoose_Gsf_v1,0.000005964,0.000005837,2.8,PLTZERO
306929:6404,128:128,11/21/17 18:26:08,HLT_HIEle20_WPLoose_Gsf_v1,0.000005966,0.000005839,2.8,PLTZERO
306929:6404,129:129,11/21/17 18:26:32,HLT_HIEle20_WPLoose_Gsf_v1,0.000006095,0.000005963,2.9,PLTZERO
306929:6404,130:130,11/21/17 18:26:55,HLT_HIEle20_WPLoose_Gsf_v1,0.000006114,0.000005982,2.9,PLTZERO
306929:6404,131:131,11/21/17 18:27:18,HLT_HIEle20_WPLoose_Gsf_v1,0.000006083,0.000005952,2.9,PLTZERO
306929:6404,132:132,11/21/17 18:27:42,HLT_HIEle20_WPLoose_Gsf_v1,0.000006089,0.000005873,2.9,PLTZERO
306929:6404,133:133,11/21/17 18:28:05,HLT_HIEle20_WPLoose_Gsf_v1,0.000006148,0.000006015,2.9,PLTZERO
306929:6404,134:134,11/21/17 18:28:28,HLT_HIEle20_WPLoose_Gsf_v1,0.000006063,0.000005932,2.9,PLTZERO
306929:6404,135:135,11/21/17 18:28:52,HLT_HIEle20_WPLoose_Gsf_v1,0.000005951,0.000005825,2.8,PLTZERO
306929:6404,136:136,11/21/17 18:29:15,HLT_HIEle20_WPLoose_Gsf_v1,0.000005996,0.000005868,2.8,PLTZERO
306929:6404,137:137,11/21/17 18:29:38,HLT_HIEle20_WPLoose_Gsf_v1,0.000006063,0.000005933,2.9,PLTZERO
306929:6404,138:138,11/21/17 18:30:02,HLT_HIEle20_WPLoose_Gsf_v1,0.000006095,0.000005963,2.9,PLTZERO
306929:6404,139:139,11/21/17 18:30:25,HLT_HIEle20_WPLoose_Gsf_v1,0.000005988,0.000005860,2.8,PLTZERO
306929:6404,140:140,11/21/17 18:30:48,HLT_HIEle20_WPLoose_Gsf_v1,0.000005969,0.000005842,2.8,PLTZERO
306929:6404,141:141,11/21/17 18:31:11,HLT_HIEle20_WPLoose_Gsf_v1,0.000006008,0.000005879,2.8,PLTZERO
306929:6404,142:142,11/21/17 18:31:35,HLT_HIEle20_WPLoose_Gsf_v1,0.000006083,0.000005952,2.9,PLTZERO
306929:6404,143:143,11/21/17 18:31:58,HLT_HIEle20_WPLoose_Gsf_v1,0.000006100,0.000005968,2.9,PLTZERO
306929:6404,144:144,11/21/17 18:32:21,HLT_HIEle20_WPLoose_Gsf_v1,0.000006093,0.000005962,2.9,PLTZERO
306929:6404,145:145,11/21/17 18:32:45,HLT_HIEle20_WPLoose_Gsf_v1,0.000006111,0.000005980,2.9,PLTZERO
306929:6404,146:146,11/21/17 18:33:08,HLT_HIEle20_WPLoose_Gsf_v1,0.000006074,0.000005943,2.9,PLTZERO
306929:6404,147:147,11/21/17 18:33:31,HLT_HIEle20_WPLoose_Gsf_v1,0.000006098,0.000005967,2.9,PLTZERO
306929:6404,148:148,11/21/17 18:33:55,HLT_HIEle20_WPLoose_Gsf_v1,0.000006141,0.000006008,2.9,PLTZERO
306929:6404,149:149,11/21/17 18:34:18,HLT_HIEle20_WPLoose_Gsf_v1,0.000006162,0.000006028,2.9,PLTZERO
306929:6404,150:150,11/21/17 18:34:41,HLT_HIEle20_WPLoose_Gsf_v1,0.000006090,0.000005959,2.9,PLTZERO
306929:6404,151:151,11/21/17 18:35:05,HLT_HIEle20_WPLoose_Gsf_v1,0.000006067,0.000005936,2.9,PLTZERO
306929:6404,152:152,11/21/17 18:35:28,HLT_HIEle20_WPLoose_Gsf_v1,0.000005993,0.000005866,2.8,PLTZERO
306929:6404,153:153,11/21/17 18:35:51,HLT_HIEle20_WPLoose_Gsf_v1,0.000006126,0.000005985,2.9,PLTZERO
306929:6404,154:154,11/21/17 18:36:14,HLT_HIEle20_WPLoose_Gsf_v1,0.000006074,0.000005943,2.9,PLTZERO
306929:6404,155:155,11/21/17 18:36:38,HLT_HIEle20_WPLoose_Gsf_v1,0.000006041,0.000005658,2.9,PLTZERO
306929:6404,156:156,11/21/17 18:37:01,HLT_HIEle20_WPLoose_Gsf_v1,0.000006043,0.000005744,2.9,PLTZERO
306929:6404,157:157,11/21/17 18:37:24,HLT_HIEle20_WPLoose_Gsf_v1,0.000006091,0.000005960,2.9,PLTZERO
306929:6404,158:158,11/21/17 18:37:48,HLT_HIEle20_WPLoose_Gsf_v1,0.000006063,0.000005932,2.9,PLTZERO
306929:6404,159:159,11/21/17 18:38:11,HLT_HIEle20_WPLoose_Gsf_v1,0.000006080,0.000005949,2.9,PLTZERO
306929:6404,160:160,11/21/17 18:38:34,HLT_HIEle20_WPLoose_Gsf_v1,0.000006050,0.000005920,2.9,PLTZERO
306929:6404,161:161,11/21/17 18:38:58,HLT_HIEle20_WPLoose_Gsf_v1,0.000006115,0.000005982,2.9,PLTZERO
306929:6404,162:162,11/21/17 18:39:21,HLT_HIEle20_WPLoose_Gsf_v1,0.000006155,0.000006021,2.9,PLTZERO
306929:6404,163:163,11/21/17 18:39:44,HLT_HIEle20_WPLoose_Gsf_v1,0.000006057,0.000005927,2.9,PLTZERO
306929:6404,164:164,11/21/17 18:40:08,HLT_HIEle20_WPLoose_Gsf_v1,0.000005992,0.000005865,2.8,PLTZERO
306929:6404,165:165,11/21/17 18:40:31,HLT_HIEle20_WPLoose_Gsf_v1,0.000005946,0.000005820,2.8,PLTZERO
306929:6404,166:166,11/21/17 18:40:54,HLT_HIEle20_WPLoose_Gsf_v1,0.000006038,0.000005908,2.9,PLTZERO
306929:6404,167:167,11/21/17 18:41:17,HLT_HIEle20_WPLoose_Gsf_v1,0.000006105,0.000005973,2.9,PLTZERO
306929:6404,168:168,11/21/17 18:41:41,HLT_HIEle20_WPLoose_Gsf_v1,0.000006100,0.000005968,2.9,PLTZERO
306929:6404,169:169,11/21/17 18:42:04,HLT_HIEle20_WPLoose_Gsf_v1,0.000006000,0.000005788,2.8,PLTZERO
306929:6404,170:170,11/21/17 18:42:27,HLT_HIEle20_WPLoose_Gsf_v1,0.000006163,0.000006029,2.9,PLTZERO
306929:6404,171:171,11/21/17 18:42:51,HLT_HIEle20_WPLoose_Gsf_v1,0.000006138,0.000006005,2.9,PLTZERO
306929:6404,172:172,11/21/17 18:43:14,HLT_HIEle20_WPLoose_Gsf_v1,0.000006156,0.000006023,2.9,PLTZERO
306929:6404,173:173,11/21/17 18:43:37,HLT_HIEle20_WPLoose_Gsf_v1,0.000006048,0.000005918,2.9,PLTZERO
306929:6404,174:174,11/21/17 18:44:01,HLT_HIEle20_WPLoose_Gsf_v1,0.000005933,0.000005724,2.8,PLTZERO
306929:6404,175:175,11/21/17 18:44:24,HLT_HIEle20_WPLoose_Gsf_v1,0.000005952,0.000005825,2.8,PLTZERO
306929:6404,176:176,11/21/17 18:44:47,HLT_HIEle20_WPLoose_Gsf_v1,0.000006035,0.000005906,2.9,PLTZERO
306929:6404,177:177,11/21/17 18:45:11,HLT_HIEle20_WPLoose_Gsf_v1,0.000006032,0.000005903,2.9,PLTZERO
306929:6404,178:178,11/21/17 18:45:34,HLT_HIEle20_WPLoose_Gsf_v1,0.000005980,0.000005852,2.8,PLTZERO
306929:6404,179:179,11/21/17 18:45:57,HLT_HIEle20_WPLoose_Gsf_v1,0.000005967,0.000005840,2.8,PLTZERO
306929:6404,180:180,11/21/17 18:46:21,HLT_HIEle20_WPLoose_Gsf_v1,0.000006033,0.000005903,2.9,PLTZERO
306929:6404,181:181,11/21/17 18:46:44,HLT_HIEle20_WPLoose_Gsf_v1,0.000006043,0.000005914,2.9,PLTZERO
306929:6404,182:182,11/21/17 18:47:07,HLT_HIEle20_WPLoose_Gsf_v1,0.000006004,0.000005876,2.8,PLTZERO
306929:6404,183:183,11/21/17 18:47:30,HLT_HIEle20_WPLoose_Gsf_v1,0.000006024,0.000005895,2.9,PLTZERO
306929:6404,184:184,11/21/17 18:47:54,HLT_HIEle20_WPLoose_Gsf_v1,0.000006048,0.000005918,2.9,PLTZERO
306929:6404,185:185,11/21/17 18:48:17,HLT_HIEle20_WPLoose_Gsf_v1,0.000005967,0.000005839,2.8,PLTZERO
306929:6404,186:186,11/21/17 18:48:40,HLT_HIEle20_WPLoose_Gsf_v1,0.000006051,0.000005921,2.9,PLTZERO
306929:6404,187:187,11/21/17 18:49:04,HLT_HIEle20_WPLoose_Gsf_v1,0.000006108,0.000005891,2.9,PLTZERO
306929:6404,188:188,11/21/17 18:49:27,HLT_HIEle20_WPLoose_Gsf_v1,0.000006148,0.000006014,2.9,PLTZERO
306929:6404,189:189,11/21/17 18:49:50,HLT_HIEle20_WPLoose_Gsf_v1,0.000006170,0.000006036,2.9,PLTZERO
306929:6404,190:190,11/21/17 18:50:14,HLT_HIEle20_WPLoose_Gsf_v1,0.000005980,0.000005770,2.8,PLTZERO
306929:6404,191:191,11/21/17 18:50:37,HLT_HIEle20_WPLoose_Gsf_v1,0.000005974,0.000005847,2.8,PLTZERO
306929:6404,192:192,11/21/17 18:51:00,HLT_HIEle20_WPLoose_Gsf_v1,0.000006018,0.000005889,2.9,PLTZERO
306929:6404,193:193,11/21/17 18:51:24,HLT_HIEle20_WPLoose_Gsf_v1,0.000006021,0.000005892,2.9,PLTZERO
306929:6404,194:194,11/21/17 18:51:47,HLT_HIEle20_WPLoose_Gsf_v1,0.000006045,0.000005915,2.9,PLTZERO
306929:6404,195:195,11/21/17 18:52:10,HLT_HIEle20_WPLoose_Gsf_v1,0.000006043,0.000005914,2.9,PLTZERO
306929:6404,196:196,11/21/17 18:52:34,HLT_HIEle20_WPLoose_Gsf_v1,0.000006010,0.000005882,2.8,PLTZERO
306929:6404,197:197,11/21/17 18:52:57,HLT_HIEle20_WPLoose_Gsf_v1,0.000005984,0.000005856,2.8,PLTZERO
306929:6404,198:198,11/21/17 18:53:20,HLT_HIEle20_WPLoose_Gsf_v1,0.000006058,0.000005928,2.9,PLTZERO
306929:6404,199:199,11/21/17 18:53:43,HLT_HIEle20_WPLoose_Gsf_v1,0.000006110,0.000005977,2.9,PLTZERO
306929:6404,200:200,11/21/17 18:54:07,HLT_HIEle20_WPLoose_Gsf_v1,0.000006089,0.000005959,2.9,PLTZERO
306929:6404,201:201,11/21/17 18:54:30,HLT_HIEle20_WPLoose_Gsf_v1,0.000006045,0.000005915,2.9,PLTZERO
306929:6404,202:202,11/21/17 18:54:53,HLT_HIEle20_WPLoose_Gsf_v1,0.000006027,0.000005898,2.9,PLTZERO
306929:6404,203:203,11/21/17 18:55:17,HLT_HIEle20_WPLoose_Gsf_v1,0.000006009,0.000005880,2.8,PLTZERO
306929:6404,204:204,11/21/17 18:55:40,HLT_HIEle20_WPLoose_Gsf_v1,0.000006031,0.000005900,2.9,PLTZERO
306929:6404,205:205,11/21/17 18:56:03,HLT_HIEle20_WPLoose_Gsf_v1,0.000006052,0.000005922,2.9,PLTZERO
306929:6404,206:206,11/21/17 18:56:27,HLT_HIEle20_WPLoose_Gsf_v1,0.000006039,0.000005909,2.9,PLTZERO
306929:6404,207:207,11/21/17 18:56:50,HLT_HIEle20_WPLoose_Gsf_v1,0.000006067,0.000005937,2.9,PLTZERO
306929:6404,208:208,11/21/17 18:57:13,HLT_HIEle20_WPLoose_Gsf_v1,0.000006085,0.000005954,2.9,PLTZERO
